question,level,btl,source
Questions Competence Level 1. Define Superconducting Magnetic Energy Storage (SMES).,easy,1,srm
small set of compiler generated instructions Summarize in detail about structure preserving 16,hard,5,srm
Debate the ethical implications of using autonomous robots in search and rescue operations during natural disasters.,hard,5,devane
"A star connected 3-phase,20MVA,11KV Alternator has a per phase reactance of 0.75 ohms/phase .It is protected by Merz price circulating current principle which is to CO3 operate for fault currents not less than 175A. Formulate",hard,6,srm
Devise a system for automatically optimizing the placement of cellular base stations in urban environments to improve coverage and minimize interference.,hard,6,devane
Name the electrodes used for ECG measurement,easy,1,srm
What is a Linear Regression?,easy,2,srm
Conclude how UNIX CLI enhances developer productivity in web 16 development.,hard,5,srm
Why is Goodness of fit is important?,easy,2,srm
Summarize how information systems influence decision-making.,easy,2,srm
Mention any two merits of solar cells.,easy,1,srm
List the properties of matter waves.,easy,1,srm
learning 14 How reinforcement learning problem differs from other,medium,4,srm
Mention any two challenges in cloud resource management.,easy,2,srm
communication. 22 What is a time slot in TDMA?,easy,1,srm
(ii) Explain about Precision rectifier,medium,3,srm
"An autonomous vehicle company is developing a perception system for detecting and classifying objects in real-time. Analyze the trade-offs between using single sensor modalities (e.g., LiDAR, camera, radar) versus sensor fusion techniques for robust object detection and tracking in diverse environmental conditions.",medium,4,devane
Explain steps for design of dog legged staircase.,medium,3,devane
Highlight two advantages of using open-source tools for Bluetooth,easy,2,srm
substations? Illustrate your answer with suitable diagrams. (16) 8 Explain the different types of substations.,medium,4,srm
"Expand the terms D, I, S, and C in the DISC model.",easy,1,srm
Compare their advantages. (16) 5. Compare and contrast types of Bitcoin Core clients.,medium,4,srm
Evaluate if the contact is ohmic or rectifying (Schottky diode) in nature. Provide the analysis and support your answer with calculation,hard,5,devane
Write about decentralized identifiers. (7) (ii) What if some changes happened in decentralized identifiers.,medium,3,srm
Differentiate depth-first traversal and breadth-first traversal.,medium,4,srm
Interpret the different types of lamps.,easy,2,srm
"life cycle, highlighting its impact on overall project success. 15. Examine the role of tools and methods in software testing,",medium,4,srm
How would you investigate this patient,medium,4,devane
function of a buck-boost converter.,medium,4,srm
impulse response h(t)= δ(t) + e u(t) +2e u(t) -3t -t (ii) Calculate the output of the system shown in figure for (8) –2t the input e u(t) using Laplace transform. 8. Examine the convolution y(t) of the given signals.,medium,3,srm
pipelined architectures. 9. Employ parallel processing techniques to achieve low-,medium,3,srm
"{3,−1,0,1,3,2,0,1,2,1} using overlap save method and overlap add method. (16) 11 Calculate IDFT of the sequence X(K) X(k) = {4, 1-j2.414, 0, 1- CO 1",medium,4,srm
Mention two applications of block ciphers.,easy,1,srm
Level 1 Define Computer Graphics.,easy,1,srm
Define Phasor diagram,easy,1,srm
Explain the relation movies data quality problem.,medium,3,srm
Explain the purpose of middleware in Redux architecture.,easy,2,srm
What is explicit knowledge?,easy,1,srm
Sketch the block diagram of a microprocessor based three channel ECG Machine and explain in detail.,medium,3,srm
How can humans put to use a microbe with a specific growth factor,easy,2,srm
Hypothesize an approach for mitigating bias and ensuring fairness in machine learning models trained on sensitive demographic data.,hard,6,devane
Differentiate between physical server and virtual server.,easy,2,srm
Can you identify the various parts of a computer motherboard?,easy,1,devane
"Compare the different types of transmission impairments (e.g., attenuation, distortion, noise) in communication channels, discussing their effects on signal quality.",easy,2,devane
Give the specifications of a travelling wave?,easy,2,srm
"Using Tom Duncan's levels of brand relationship intensity, explain the relationship between Apple iPhone and its customers.",easy,2,devane
How do you design an environmentally conscious public building for a community center?,hard,6,devane
Distinguish the difference between DC Motor and DC Generator.,easy,2,srm
"Calculate Treynor's measure for AOV's Portfolio and the market. Compare the TWO (2) measures, and assess the performance of the AOV's portfolio during the year just ended.",medium,3,devane
How can an universal motor be reversed?,easy,1,srm
Describe the reset sequence of the Cortex-M3 processor.,easy,2,srm
Explain Cassandra architecture with a neat diagram 12,hard,5,srm
What are the types of chips formed during metal cutting?,easy,1,devane
webpage starting from entering the URL. 14 Examine the differences in performance when using static vs,medium,4,srm
"Illustrate the functions of Telemetry, Tracking and Command",medium,3,srm
radio context. 10. What is meant by MIMO based cooperative communication?,easy,2,srm
What is the role of trademarks in brand value creation?,easy,2,srm
logic family? Describe about each type. 2. Explain the construction and working of Enhancement NMOS,medium,4,srm
What is the first step when securing a digital crime scene?,easy,2,srm
Explain the activities involved in the building process.,easy,2,devane
Explain Mass transfer co-efficient.,easy,2,srm
Explain about Automatic Path Failover 13,easy,2,srm
Test the hypothesis through field research.,hard,5,devane
Explain the classification of power converters used in,easy,1,srm
Difference between Best Case and Worst Case Complexities.,medium,4,srm
Rephrase the definition of a URL in simple terms.,easy,2,srm
efficiency. 22. State the advantages of SCR over LNT,easy,1,srm
Vehicles (HEV). 3. Compare Electric Vehicles with Internal Combustion Engine (16) 2,medium,3,srm
Draw the circuit diagram of three OP-AMP instrumentation amplifier and write its output equation.,easy,1,devane
advantages and disadvantages. (16) 9. Describe the construction and working of a light-emitting diode along with its,medium,4,srm
the significance of each process state using a state transition diagram. (16) 4.,medium,4,srm
List different types of directory structure.,easy,2,srm
What is Machine-to-Machine (M2M) communication?,easy,1,srm
Differentiate Class diagram and Interaction diagram.,easy,2,srm
Explain in detail the different types of services in wireless 16,medium,3,srm
Why moment area method is more useful when compared with double,easy,2,srm
Describe with neat diagram molecular machines.,easy,2,devane
slip ring induction motor. 11. Discuss the cascade operation of induction,easy,2,srm
(8) (i) Elaborate the message transfer using Simple Mail Transfer Protocol. 16,hard,5,srm
Two wattmeters connected to measure the input to a balanced 3-phase circuit indicate 2000 W and 500 W respectively. Find the power factorof circuit: i) When both the readings are positive ii) When the latter reading is obtained after reversing the connections to the current coil of first instrument.,medium,3,devane
State the five assumptions of an ideal diode.,easy,1,devane
"You are designing a blockchain-based supply chain management system for tracking and tracing products across the supply chain. Create a blockchain network that provides transparency, traceability, and immutability of supply chain transactions, incorporating smart contracts for automating contract execution, provenance tracking, and real-time visibility into product movements.",hard,6,devane
What is mean by SAN?,easy,1,srm
necessary diagram. (16) 12. Explain the operation of LM79XX fixed voltage regulator with,medium,3,srm
Write the features of observability?,easy,1,srm
Telemetry and IoT systems and discuss their application domains. 10.,medium,4,srm
What is the role of selection lines in a 4-to-1 multiplexer?,easy,1,srm
What is RAID?,easy,1,srm
What is translation?,easy,1,devane
Define Fourier number &Biot number for mass transfer.,easy,1,srm
List the acts constituting infringement.,easy,1,srm
CO4 fuzzy logic systems. (13) Explain min-max method of implication with a suitable CO4 15 example.,easy,2,srm
List two benefits of using swarm-based optimization.,easy,1,srm
What is symbiosis?,easy,1,devane
Define Mass concentration.,easy,1,srm
Define GPIO pins.,easy,1,srm
reluctance machine. 14. Define the characteristics of synchronous,easy,1,srm
What is knowledge-based QA?,easy,1,srm
Define false detection probability.,easy,1,srm
Discuss what are appropriate problems for Decision tree learning?,medium,4,srm
Sketch the torque–speed characteristics of a hoist load,easy,1,srm
